2024-04-11 09:07:36.304103 | INFO | Início do processamento
2024-04-11 09:07:41.196366 | INFO | Sessão com o webdriver estabelecida com sucesso
2024-04-11 09:07:41.986847 | INFO | Leitura da planilha realizada com sucesso.
