2024-04-11 09:02:17.907710 | INFO | Início do processamento
2024-04-11 09:02:22.650038 | INFO | Sessão com o webdriver estabelecida com sucesso
2024-04-11 09:02:23.421426 | INFO | Leitura da planilha realizada com sucesso.
