2024-03-31 14:55:42.363243 | INFO | Início do processamento
2024-03-31 14:55:45.782022 | INFO | Sessão com o webdriver estabelecida com sucesso
2024-03-31 14:55:46.884969 | INFO | Leitura da planilha realizada com sucesso.
