2024-04-11 09:06:24.423190 | INFO | Início do processamento
2024-04-11 09:06:29.199340 | INFO | Sessão com o webdriver estabelecida com sucesso
2024-04-11 09:06:30.034573 | INFO | Leitura da planilha realizada com sucesso.
